Date,Gold U$/Troy Ounce,Silver cts/Troy OZ,Palladium U$/Troy Ounce,Platinum U$/Troy Ounce
10/22/2001,276.2,422.5,317,428
10/23/2001,275.8,426,320,426
10/24/2001,275.85,423.5,318,423
10/25/2001,276.75,423,318,419
10/26/2001,276.8,423.5,328,418
10/29/2001,279.15,425,346.5,431
10/30/2001,280.15,426.5,330,426
10/31/2001,280.5,424,320,423
11/1/2001,280.35,423,319,420
11/2/2001,280.3,413.5,331,420
11/5/2001,278.7,412.5,325,420
11/6/2001,279.3,414.5,327,422
11/7/2001,280,413.5,327,416
11/8/2001,276.8,410,323,416
11/9/2001,277.2,409.5,323,422
11/12/2001,279.88,416.5,334,434
11/13/2001,277.45,415,315,424
11/14/2001,277.55,416.5,318,428
11/15/2001,275.3,411.5,323.5,426
11/16/2001,274.6,412.5,336,427
11/19/2001,273,407.5,336,433
11/20/2001,273.2,408,328,437.5
11/21/2001,273.25,406.5,332.5,443
11/22/2001,272.9,406.5,332.5,443
11/23/2001,273.3,406.5,330,434
11/26/2001,272.65,405.5,333,437
11/27/2001,273.45,406.5,332,438
11/28/2001,275,415.5,333,438
11/29/2001,274.65,411.5,335,436
11/30/2001,274.95,417.5,347,443
12/3/2001,276.65,421.5,355,450
12/4/2001,276.2,419,362,455
12/5/2001,274,418.5,370,451
12/6/2001,274.55,424,387,455.5
12/7/2001,274.2,428.5,415,468.5
12/10/2001,272.15,425,423,468
12/11/2001,272.95,427.5,403,458
12/12/2001,273.75,427,383,464
12/13/2001,274.45,429,390,462
12/14/2001,277.6,438.5,400,462
12/17/2001,278,439.5,405,461
12/18/2001,279.35,444,406,459.25
12/19/2001,277.8,440,400,454
12/20/2001,276.3,446,394,454
12/21/2001,277.8,450.5,408,458
12/24/2001,277.8,450.5,413,463
12/25/2001,277.8,450.5,413,463
12/26/2001,277.8,451,413,463
12/27/2001,277.85,452,437,470
12/28/2001,276.85,450,440,480
12/31/2001,276.8,465,440,477
1/1/2002,276.8,465,440,477
1/2/2002,279.1,459.5,434,481
1/3/2002,277.2,464.5,435,478
1/4/2002,278.45,464,425,472
1/7/2002,278.75,468,422,470
1/8/2002,278.85,466,429,474
1/9/2002,283.85,476,433,476
1/10/2002,286.25,478,435,477
1/11/2002,286.75,473,434,479.5
1/14/2002,286.35,457,435,480
1/15/2002,283.7,470,413,470
1/16/2002,285.75,450,420,477
1/17/2002,284.95,452.5,422,481
1/18/2002,283.7,437,414,480
1/21/2002,282.5,437,400,475
1/22/2002,282.35,432,398,475
1/23/2002,280.45,431,395,473
1/24/2002,278.15,429,382,467
1/25/2002,279.35,434,385,465
1/28/2002,278.85,429,388,464
1/29/2002,278.6,430,365,456
1/30/2002,281.85,430,365,456
1/31/2002,281.95,426,370,455
2/1/2002,284,433.5,367,453
2/4/2002,286.95,431.5,368,454
2/5/2002,291.95,441,366,453
2/6/2002,300,441,374,462
2/7/2002,299.13,438,376,469
2/8/2002,305.88,448.5,373,474
2/11/2002,299.75,443,370,472
2/12/2002,300,446,365,464
2/13/2002,298.75,450,383,467
2/14/2002,300.25,458,388,480
2/15/2002,300.5,458,380,477
2/18/2002,297.65,458,375,470
2/19/2002,298.25,453.5,376,470
2/20/2002,291.05,443,375,469
2/21/2002,292.7,445.5,370,470
2/22/2002,292.6,443,373,475
2/25/2002,291.2,440,372,477
2/26/2002,297.75,443.5,377,481
2/27/2002,296.5,444.5,378,493
2/28/2002,296.8,449.5,377,493
3/1/2002,297.4,454.5,370,488
3/4/2002,297.6,462,372,512
3/5/2002,298.2,462,368,507
3/6/2002,293.4,453.5,360,510
3/7/2002,292.15,450.5,364,505
3/8/2002,289.7,457,370,520
3/11/2002,291.6,453,374,524
3/12/2002,293.2,453.5,370,517
3/13/2002,293.6,454.5,367,511
3/14/2002,291,452.5,368,510
3/15/2002,289.7,453.5,370,511
3/18/2002,292.45,452.5,372,517
3/19/2002,293.35,456.5,379,518
3/20/2002,292.9,455,377,512
3/21/2002,293.35,454.5,378,511
3/22/2002,296.15,457,378,510
3/25/2002,297.55,460,389,515
3/26/2002,296.75,460.5,393,512
3/27/2002,301.7,468.5,385,511
3/28/2002,302.5,469,386,516
3/29/2002,302.5,469,386,516
4/1/2002,302.5,472,386,516
4/2/2002,305.3,476,389,533
4/3/2002,302.55,472,379,533.5
4/4/2002,299.8,464,366,525
4/5/2002,299.2,460,366,532
4/8/2002,299.8,459.5,362,528
4/9/2002,298.95,459,362,528
4/10/2002,298.8,461.5,368,526
4/11/2002,302.5,463.5,372,533
4/12/2002,300.5,460.5,372,534
4/15/2002,301,456.5,372,539
4/16/2002,298.4,445.5,368,536
4/17/2002,300.8,449,368,541
4/18/2002,305.25,454,376,559
4/19/2002,302.2,452.5,372,556
4/22/2002,303.7,457.5,370,552
4/23/2002,302.8,458,368,549
4/24/2002,304.8,460,370,555
4/25/2002,307.6,464.5,368,556
4/26/2002,308,465,365,551
4/29/2002,310.2,467,363,544
4/30/2002,307.7,453.5,360,536
5/1/2002,309.9,457,355,520
5/2/2002,307.2,454.5,349,519.5
5/3/2002,310.9,461.5,352,521
5/6/2002,310.9,461.5,352,521
5/7/2002,312.4,464.5,356,522
5/8/2002,311.2,457.5,357,531
5/9/2002,309,463,353,524
5/10/2002,310.65,467,353,522
5/13/2002,310.2,463,354,530
5/14/2002,307.75,462.5,355,534
5/15/2002,308.25,465,357,537
5/16/2002,309.65,465.5,368,538.05
5/17/2002,311.4,470,368,538
5/20/2002,311.25,469.5,377,543
5/21/2002,316.75,486,372,541
5/22/2002,318.5,486,357,540
5/23/2002,318.35,485,354,537
5/24/2002,321.55,491,352,539
5/27/2002,320.2,491,352,538
5/28/2002,324.4,491,353,542
5/29/2002,324.8,493,355,546
5/30/2002,324.2,498.5,351,547
5/31/2002,325.3,505.5,348,548
6/3/2002,325.3,511,348,548
6/4/2002,325.3,514.5,348,548
6/5/2002,322.25,495.5,348,546
6/6/2002,325.75,501.5,351,552
6/7/2002,324.25,498.5,352,564
6/10/2002,321.7,496.5,346,555
6/11/2002,317.35,488,343,554
6/12/2002,320.15,495,340,556
6/13/2002,318.15,484,335,554
6/14/2002,319.4,487,336,557
6/17/2002,317.85,485,336,556
6/18/2002,318.95,486.5,335,561
6/19/2002,320,489,337,564
6/20/2002,323.65,488.5,332,565
6/21/2002,324.75,488.5,330,563
6/24/2002,326.05,491,325,560
6/25/2002,318.35,482.5,324,560
6/26/2002,321.4,486,318,547
6/27/2002,320.3,489,318,539
6/28/2002,317.75,485.5,321,545
7/1/2002,312.75,487,316,532
7/2/2002,314.25,497.5,319,530
7/3/2002,312.3,495,322,528
7/4/2002,311.1,495,320,523.5
7/5/2002,311.3,495,321,520
7/8/2002,312.8,498,323,524
7/9/2002,313.9,506,324,523
7/10/2002,315.2,509.5,324,524
7/11/2002,315.75,512,323,526
7/12/2002,315.7,508,322,529
7/15/2002,319.8,514,320,532
7/16/2002,318,503.5,323,530
7/17/2002,316.95,500.5,323,525
7/18/2002,317.4,503,323,525
7/19/2002,323.25,512.5,324,529
7/22/2002,323.4,509,322,525
7/23/2002,318.6,495.5,318,521
7/24/2002,310.3,484,324,520
7/25/2002,309.7,485,327,523
7/26/2002,304.6,468,330,530
7/29/2002,302.7,465,332,526
7/30/2002,305.55,469,321,528
7/31/2002,304.85,464,322,529
8/1/2002,304.4,461,318,523.5
8/2/2002,305.45,461.5,318,525
8/5/2002,309.2,467.5,320,525
8/6/2002,305.7,464.5,320,527
8/7/2002,313.2,469.5,318,530
8/8/2002,311.05,466.5,322,540
8/9/2002,314.4,468,322,543
8/12/2002,315.8,466,322,552
8/13/2002,314.95,463.5,322,550
8/14/2002,312.75,452,323,558
8/15/2002,315.3,451,320,556
8/16/2002,314.1,456,319,553
8/19/2002,310.1,444.5,320,553
8/20/2002,308.5,447.5,322,545
8/21/2002,308.1,445.5,320,543
8/22/2002,306.6,446.5,320,542
8/23/2002,306.4,441.5,321,541
8/26/2002,306.4,448,321,541
8/27/2002,310.85,452,321,541
8/28/2002,311.4,457,365,574
8/29/2002,312.3,454,338,560
8/30/2002,313.2,452,330,564
9/2/2002,312.15,452,325,563
9/3/2002,313.95,451,321,554
9/4/2002,313.45,449,323,542
9/5/2002,317.35,454.5,325,543
9/6/2002,319.7,457.5,325,545
9/9/2002,322.7,458,334,549
9/10/2002,318.2,458,330,549
9/11/2002,315.9,456,330,551.5
9/12/2002,318.2,460.5,330,552
9/13/2002,318.2,460.5,330,552
9/16/2002,316.9,459.5,336,554
9/17/2002,316.6,459,335,550
9/18/2002,320.2,465.5,334,556
9/19/2002,322.8,469,333,568
9/20/2002,324,469,330,565.5
9/23/2002,322.8,464,328,567
9/24/2002,326.8,469,328,574
9/25/2002,325.3,467.5,324,563
9/26/2002,319.2,453.5,320,562
9/27/2002,319.85,451.5,316,560
9/30/2002,323.6,456,318,563
10/1/2002,321.4,452,318,567
10/2/2002,322.2,449.5,321,567
10/3/2002,323.1,450,319,558
10/4/2002,321.2,449.5,314,557
10/7/2002,321.9,449,312,558
10/8/2002,319.6,440,315,563
10/9/2002,319.05,435.5,320,581
10/10/2002,317.5,430.5,322,580
10/11/2002,317.2,433.5,320,593
10/14/2002,318.3,434,320,589
10/15/2002,315.5,434,319,585
10/16/2002,314.7,438,320,592
10/17/2002,311.8,436,319,590
10/18/2002,312.05,437,319,592
10/21/2002,311.85,435.5,321,587
10/22/2002,312.85,443,320,581
10/23/2002,312.65,444,316,582
10/24/2002,312.4,439,308,582
10/25/2002,313.25,441,311,589
10/28/2002,314.75,444,311,590
10/29/2002,317.35,452,314,593
10/30/2002,316.25,453,312,589.5
10/31/2002,316.95,452.5,311,579
11/1/2002,318.7,452,309,578
11/4/2002,318.15,452,311,580
11/5/2002,318.35,452,314,584
11/6/2002,317.35,450.5,311,586
11/7/2002,319.55,457.5,308,586
11/8/2002,322.2,456,300,588
11/11/2002,320.25,459,288,577
11/12/2002,321.65,459,286,580
11/13/2002,320.8,460,284,591
11/14/2002,317.95,458,288,590
11/15/2002,319.45,459,292,600
11/18/2002,319.45,457.5,282,599
11/19/2002,320.05,458,273,595
11/20/2002,318.95,455.5,275,592
11/21/2002,317.75,447.5,277,593
11/22/2002,317.15,451,275,592
11/25/2002,318.15,448.5,261,591
11/26/2002,318.4,446,266,587
11/27/2002,317.85,444.5,265,585
11/28/2002,317.75,444.5,263,584
11/29/2002,318.95,444.5,262,592
12/2/2002,317.55,445.5,262,592
12/3/2002,319.45,454,262,591
12/4/2002,322.75,458,255,592
12/5/2002,322.75,464,248,594
12/6/2002,326.2,465,248,596
12/9/2002,326.4,461,248,600
12/10/2002,323.3,461.5,247,599
12/11/2002,324.4,466.5,243,594
12/12/2002,327.4,472,243,594
12/13/2002,331.25,471,239,602
12/16/2002,333.25,469,233,604
12/17/2002,337.75,465.5,236,607
12/18/2002,339.75,468,240,598
12/19/2002,346.13,472,243,601
12/20/2002,341.75,465.5,226,598
12/23/2002,342.45,464,222,594
12/24/2002,345.5,467.5,230,585
12/25/2002,345.5,467.5,230,585
12/26/2002,345.5,467.5,230,585
12/27/2002,349.75,474,236,592.75
12/30/2002,347.5,472.5,236,598
12/31/2002,343.25,479,233,598
1/1/2003,343.25,479,233,598
1/2/2003,344.5,480,237,608
1/3/2003,346.75,490.1,236,603
1/6/2003,352.5,493.5,240,607
1/7/2003,349,484,240,608
1/8/2003,349,488,250,607
1/9/2003,353.5,487.5,258,620.5
1/10/2003,352.75,487,267,620
1/13/2003,354.35,484.5,262,618.5
1/14/2003,351.95,478,242,617
1/15/2003,351,480.5,246,616
1/16/2003,353.6,481,246,619
1/17/2003,357.75,481.5,259,627
1/20/2003,356.25,481.5,260,633
1/21/2003,356.8,481.5,264,630
1/22/2003,359.3,487,269,644
1/23/2003,364,481,264,652
1/24/2003,366.75,490.5,265,643
1/27/2003,371,487.5,264,644
1/28/2003,368.85,485.5,263,643
1/29/2003,368.85,488,263,649
1/30/2003,368.25,493,261,668
1/31/2003,368,487.5,256,667
2/3/2003,368.95,486,261,690
2/4/2003,378.75,492,265,700
2/5/2003,380.85,489,265,687
2/6/2003,375,471,260,678
2/7/2003,368.25,468,252,686
2/10/2003,371.5,467,252,681
2/11/2003,363.25,459,248,677
2/12/2003,358.25,454,254,692
2/13/2003,356.5,456,254,688
2/14/2003,351.25,455,256,695
2/17/2003,346.75,455,252,688
2/18/2003,344.75,461,252,675
2/19/2003,347,462.5,252,672
2/20/2003,354.25,470,253,666
2/21/2003,352.75,470.5,251,667
2/24/2003,356.75,473,251,672
2/25/2003,352.45,466.5,251,681
2/26/2003,353.5,467,249,676
2/27/2003,348.9,463,243,682
2/28/2003,349.75,463.5,244,681
3/3/2003,348.15,468.5,238,682
3/4/2003,353.5,468,238,688
3/5/2003,355.25,465.5,238,695
3/6/2003,355,470.5,237,693
3/7/2003,351.75,468,240,693
3/10/2003,354,471.5,242,704
3/11/2003,350.75,469.5,242,700
3/12/2003,345.75,466.5,238,698
3/13/2003,334.75,457,230,692
3/14/2003,336.25,455.5,230,688
3/17/2003,336.75,450.5,234,694
3/18/2003,339.25,450,232,668
3/19/2003,337.25,445.5,233,680
3/20/2003,335.25,445.5,233,670
3/21/2003,333.25,442,226,662
3/24/2003,330.25,439.5,216,655
3/25/2003,329.8,441,194,643
3/26/2003,329.75,443.5,194,646
3/27/2003,331.85,440,192,643
3/28/2003,330.2,444,193,625
3/31/2003,336,447.5,180,642
4/1/2003,335,445.5,179.5,639
4/2/2003,328.9,442,178,637
4/3/2003,325.6,444.5,175,619
4/4/2003,324.75,443,171,615
4/7/2003,322.9,445.5,171,613
4/8/2003,320,451.5,171,615
4/9/2003,323.9,450.5,170,628
4/10/2003,326.25,450.5,171.5,624
4/11/2003,326.25,459.5,168,622
4/14/2003,326.2,454.5,164,622
4/15/2003,323.2,455,162,624
4/16/2003,325.7,450,155,624
4/17/2003,327.1,449,151,632
4/18/2003,327.1,449,151,632
4/21/2003,327.1,452.5,151,632
4/22/2003,334.75,459.5,160,640
4/23/2003,334.7,466,154,638
4/24/2003,334.25,466,152,635
4/25/2003,333.7,466,148,630
4/28/2003,331.6,460.5,146,618
4/29/2003,334.05,459,150,606
4/30/2003,338.25,464,154,603
5/1/2003,342.25,473.5,153,606
5/2/2003,339.75,476.5,154,608
5/5/2003,339.75,481.5,154,608
5/6/2003,342.9,481.5,157,625.03
5/7/2003,340.8,474.5,162,636
5/8/2003,347.8,481.5,160,634
5/9/2003,348.6,481,155,642
5/12/2003,350.2,481,156,654
5/13/2003,350.7,485,160,660
5/14/2003,353.75,489,158,662
5/15/2003,354.1,482,159,665
5/16/2003,356.5,482,158,666
5/19/2003,360.8,485,163,655
5/20/2003,367.75,479.5,170,664
5/21/2003,369.05,475.5,177,675
5/22/2003,369.2,467.5,170,671
5/23/2003,368.5,465,185,669
5/26/2003,368.5,465,185,669
5/27/2003,370.65,464,194,685
5/28/2003,361.75,463.5,185,668
5/29/2003,364,455,178,644
5/30/2003,363.75,456.5,183,642
6/2/2003,366.5,456.5,186,645
6/3/2003,364.75,454,190,653
6/4/2003,362.8,452,189,668
6/5/2003,368,452,185,663
6/6/2003,363.1,454,178,658
6/9/2003,363.2,453,169,659
6/10/2003,353.5,450,174,659
6/11/2003,355.9,451,175,655
6/12/2003,352.75,452,177,648
6/13/2003,354.6,458.5,183,661
6/16/2003,357.45,462,186,670
6/17/2003,363.25,465.5,177,664
6/18/2003,358.75,459,177,662
6/19/2003,361.75,459.5,175,671
6/20/2003,357.75,455.5,179,671
6/23/2003,353.75,458,179,666
6/24/2003,347.5,452.5,178,670
6/25/2003,348.7,457,178,666
6/26/2003,344.35,454,179,655
6/27/2003,346.3,455,177,664
6/30/2003,347.7,457,179,667
7/1/2003,351.8,461,184,671
7/2/2003,352,469.5,188,675
7/3/2003,350.4,471.5,184,674
7/4/2003,351.3,471.5,185,674
7/7/2003,348.8,473,180,671
7/8/2003,344.3,474,176,665
7/9/2003,343.8,482,170,666
7/10/2003,345.25,488,174,674
7/11/2003,343.8,485.5,172.5,676.5
7/14/2003,347,480,174,676.5
7/15/2003,344.5,470.5,175,687
7/16/2003,344.3,472,171,679
7/17/2003,343.3,469.5,168,683
7/18/2003,344.8,473.5,165,685
7/21/2003,352.1,479,170,685
7/22/2003,350.2,480,163.5,691
7/23/2003,357,495,160,692
7/24/2003,359.6,512,167,695
7/25/2003,363.95,507,167,690
7/28/2003,366.1,517.5,172,694
7/29/2003,362.2,513,172,697
7/30/2003,355.85,507,173,690
7/31/2003,354.7,522,178,684
8/1/2003,353.9,511,180,677
8/4/2003,350.2,502,180,677
8/5/2003,349.5,498,173,680
8/6/2003,351.4,498,175,682
8/7/2003,353,509,177,681
8/8/2003,356.25,501,175,680
8/11/2003,360.5,502,174,690
8/12/2003,359.4,491,174,690
8/13/2003,359.3,499,171,686
8/14/2003,364.05,506.5,173,694
8/15/2003,364.2,495.5,176,697
8/18/2003,358.6,494.5,176,695
8/19/2003,360.8,502.5,176,696
8/20/2003,364.3,501,178,700
8/21/2003,362.75,499,186,703
8/22/2003,361,502,188,698
8/25/2003,361,502,188,698
8/26/2003,362.45,500,205,691
8/27/2003,372.75,516,198,705
8/28/2003,369.95,512.5,200,709
8/29/2003,376.5,518.5,201.5,707
9/1/2003,376.5,518.5,200,707
9/2/2003,373.25,502.5,198,712
9/3/2003,372.25,507,196,711
9/4/2003,372.45,504.5,199,712
9/5/2003,375.75,515.5,220,712
9/8/2003,376.25,513,214,708
9/9/2003,381,525.5,232,714
9/10/2003,379.35,528,218,704
9/11/2003,378.25,534.5,215,697.5
9/12/2003,376,523.5,214,701
9/15/2003,376.2,521,197,702
9/16/2003,372.5,521.5,219,701
9/17/2003,375.6,528,210,696
9/18/2003,377.5,524,212,701
9/19/2003,382.25,531,213,699
9/22/2003,384.25,528.5,213,704
9/23/2003,385.25,523.5,214,707
9/24/2003,385.85,526.5,218,704
9/25/2003,389,524.5,218,714
9/26/2003,382.75,518.5,203,698
9/29/2003,383.75,518,208,701
9/30/2003,385.25,514,209,710
10/1/2003,384.4,512.5,214,712
10/2/2003,382.3,512,212,711
10/3/2003,382.75,495,209,726
10/6/2003,372.75,482.5,206,710
10/7/2003,373.3,489,204,721
10/8/2003,375.6,492,208,728
10/9/2003,369.1,486,207,726
10/10/2003,372.25,490,207,732
10/13/2003,370.8,490.5,205.5,724
10/14/2003,376,494,202,730
10/15/2003,373.25,497,192,726
10/16/2003,373.5,497,184,725
10/17/2003,370.25,496,194,727
10/20/2003,373.3,502,194,735
10/21/2003,378.25,510,192,734
10/22/2003,384.45,514,197,737
10/23/2003,383.75,518,200,744
10/24/2003,388.75,521.5,195,738
10/27/2003,387.75,520,195,745
10/28/2003,383.85,517,197,747
10/29/2003,385.75,516,201,754
10/30/2003,387.55,519,207,762
10/31/2003,387.25,517,203,753
11/3/2003,378.25,500,205,740
11/4/2003,379.75,499,208,745
11/5/2003,382.75,501,205,756.5
11/6/2003,381.5,499,205,756
11/7/2003,381.25,503.5,204,756
11/10/2003,385.1,510,202,759
11/11/2003,388.25,507,197,761
11/12/2003,392.75,530,192,760
11/13/2003,395.65,534,198,772
11/14/2003,397.25,541,198,769
11/17/2003,393.65,530,197,765
11/18/2003,396.25,536.5,197.5,765
11/19/2003,395.65,528,195,767
11/20/2003,393.45,527.5,194,767
11/21/2003,395.25,532.5,193,765
11/24/2003,390.95,523,191,756
11/25/2003,392.25,532,189.5,758
11/26/2003,398.25,532,188,764
11/27/2003,395.95,537.5,188,761
11/28/2003,398,537.5,188,765
12/1/2003,398.45,547,187,770
12/2/2003,403.25,550,188,776
12/3/2003,403.25,548.5,188,780
12/4/2003,400.95,544,195,791
12/5/2003,404.95,549,197,786
12/8/2003,405.95,551,202,800
12/9/2003,407.25,560.5,209,801
12/10/2003,409.75,569,207.75,812
12/11/2003,405.75,560,207,809
12/12/2003,406.55,562,206,824
12/15/2003,408.25,562.5,204,825
12/16/2003,407.75,566,200,828
12/17/2003,408.65,567.5,199.5,840
12/18/2003,408.25,568.5,200,833
12/19/2003,408.25,571.5,193,828
12/22/2003,410.25,572,195,796
12/23/2003,409.75,573,199.5,802
12/24/2003,411.25,573,200,812
12/25/2003,411.25,573,200,812
12/26/2003,411.25,573,200,812
12/29/2003,412.75,591.5,199,818
12/30/2003,416.45,597,195,813
12/31/2003,417.25,596,195,813
1/1/2004,417.25,596,195,813
1/2/2004,415.5,596,192,815.5
1/5/2004,421.75,622,197,834
1/6/2004,422.25,633.5,201,846
1/7/2004,423.25,626,199,846
1/8/2004,422.25,628,199,852
1/9/2004,425.05,641.5,201,851
1/12/2004,425.75,669,211,853
1/13/2004,424.75,656,219,868
1/14/2004,421.75,647.5,212,854
1/15/2004,410.75,626.5,209,856
1/16/2004,407.25,630,214,850
1/19/2004,407.25,630,213,860
1/20/2004,411.25,635.5,213,860
1/21/2004,409.15,620.5,230,862
1/22/2004,411.25,639,241.75,865
1/23/2004,409.25,631.5,239,865
1/26/2004,407.75,634,233,859
1/27/2004,410.25,650.5,230,854
1/28/2004,411.5,661,239,856
1/29/2004,399.65,626,233,842
1/30/2004,401.25,626.5,230,837
2/2/2004,398.25,605.5,231,830
2/3/2004,403,618.5,230,832
2/4/2004,399.75,617.5,237,825
2/5/2004,399.5,617,237,822
2/6/2004,402.75,631.5,236,834
2/9/2004,405.5,634.5,237,837
2/10/2004,408.5,646.5,235.25,835
2/11/2004,408.25,650.5,236,839
2/12/2004,412.25,666.5,240,846.5
2/13/2004,411.45,655,239,852
2/16/2004,411.25,655,239,851
2/17/2004,413.5,677,240.5,859
2/18/2004,413.5,673,246,864
2/19/2004,410.55,668,239,855
2/20/2004,403.15,656.5,238,854
2/23/2004,399,652,226,842
2/24/2004,403.45,659,237,858
2/25/2004,395.25,662.5,230,859
2/26/2004,392.25,642.5,226,855
2/27/2004,395.25,673,229,877
3/1/2004,399.75,691,238,900
3/2/2004,393.75,676.5,236,880
3/3/2004,387.95,672,239,884
3/4/2004,393.75,682.5,239.5,882
3/5/2004,399.25,692,250,886
3/8/2004,400,699,256,894
3/9/2004,401.75,714.5,256,895
3/10/2004,400.25,719,264,912
3/11/2004,398.75,720,270,905
3/12/2004,396.25,705.5,282,910
3/15/2004,398.75,715,278.75,911
3/16/2004,403.15,715,280,902
3/17/2004,402.25,714.5,280,907.5
3/18/2004,412.45,744.5,272,897
3/19/2004,410.25,745,279,893
3/22/2004,417.25,768,281,897
3/23/2004,416.25,763,286,905
3/24/2004,415.75,774.5,288,917
3/25/2004,417.75,760.5,285,909
3/26/2004,421.25,769,286,909
3/29/2004,420,767,285,906
3/30/2004,420.75,778.5,286,890
3/31/2004,425.25,791.5,285,903
4/1/2004,426.25,815.5,290,908
4/2/2004,422.35,809.5,310,893
4/5/2004,417.25,809,308,893
4/6/2004,417.75,818,310,888
4/7/2004,422.75,823.5,319,879
4/8/2004,420.25,810.5,322,897
4/9/2004,420.25,810.5,322,897
4/12/2004,420.25,798,322,897
4/13/2004,408,745,333,930
4/14/2004,400.45,718,320,930
4/15/2004,398.25,707.5,306,919
4/16/2004,401.75,717,309,917
4/19/2004,403.3,720.5,317.5,936
4/20/2004,398.05,693,316,925
4/21/2004,394,642.5,291,896
4/22/2004,392.75,607.5,257,845
4/23/2004,393.75,615,278,850
4/26/2004,397.35,620,272,821
4/27/2004,396.25,626.5,278,850
4/28/2004,391.75,626.5,260,820
4/29/2004,386.25,592,240,785
4/30/2004,387.75,607,252,798
5/3/2004,387.75,607,252,798
5/4/2004,391.75,611.5,265,824
5/5/2004,391.25,607,249,815
5/6/2004,388,592.5,254,798
5/7/2004,380.35,565,251,796
5/10/2004,375,564,229,767
5/11/2004,376.75,566,237,785
5/12/2004,380.5,565,241,795
5/13/2004,380.5,556.5,242,789
5/14/2004,376.5,571,238,793
5/17/2004,378.75,565,248,820
5/18/2004,377.25,575,238,801
5/19/2004,383,592.5,242,806
5/20/2004,379.75,585.5,240,806
5/21/2004,384.75,589,248,810
5/24/2004,385,594,248,817
5/25/2004,387.75,609,255,841.5
5/26/2004,388.25,605.5,252.5,836
5/27/2004,394.75,620.5,253,845
5/28/2004,393.75,612,246,832
5/31/2004,393.75,612,246,832
6/1/2004,395.25,614.5,252,843
6/2/2004,392.75,586,252,841
6/3/2004,388.25,578.5,248,832
6/4/2004,389.25,582.5,241,829.5
6/7/2004,393.25,590.5,241,833
6/8/2004,392.25,580.5,241,838
6/9/2004,384.95,573.5,228,813
6/10/2004,387.85,574,218,797
6/11/2004,385,574,218,795
6/14/2004,384.75,574,216,794
6/15/2004,386.5,573,216,774
6/16/2004,385.5,570,222,777
6/17/2004,386.25,581.5,223,783
6/18/2004,395.5,602,229,807
6/21/2004,394,585,230,815
6/22/2004,396,588,224,804
6/23/2004,393.75,587,225,809
6/24/2004,401,614.5,225,810
6/25/2004,402,614,224,806
6/28/2004,401.75,603,224,792
6/29/2004,394,588,220,780.5
6/30/2004,395,596,217,793
7/1/2004,396,589.5,213,781
7/2/2004,398.45,605,210,776
7/5/2004,398.45,605,212,782
7/6/2004,391.15,598.5,212,779
7/7/2004,402.7,615,220,791
7/8/2004,406.05,643,225,809
7/9/2004,406.95,647,225,812
7/12/2004,406.55,655,225.5,821
7/13/2004,401.45,630.5,221,807
7/14/2004,403.88,654.5,224,818
7/15/2004,405.25,667,222,813
7/16/2004,406.5,675,224.75,824
7/19/2004,405.15,665.5,225,825.5
7/20/2004,399.75,651.5,227,833
7/21/2004,395.45,641.5,227,831
7/22/2004,397.55,648,224,828
7/23/2004,389.3,631,220,818
7/26/2004,390,620.5,218,815
7/27/2004,388.05,623.5,219,809
7/28/2004,387.1,636,216,805
7/29/2004,390.05,640,212.5,814
7/30/2004,390.15,651,216,818
8/2/2004,392.25,657,216,827
8/3/2004,391.45,663.5,216,824
8/4/2004,392.65,676.5,214,830
8/5/2004,391.45,673.5,215,827.5
8/6/2004,399.35,673.5,211,827
8/9/2004,398.85,674,214,833
8/10/2004,399.95,682,216,836
8/11/2004,394.39,656,214.5,838
8/12/2004,394.5,653,213,848
8/13/2004,398.35,664,211,857
8/16/2004,402.35,674.5,214,885
8/17/2004,403.25,673.5,215,877
8/18/2004,403.88,671,217,855.5
8/19/2004,407.42,691,220,865
8/20/2004,413.52,698.5,220,854
8/23/2004,409.13,675.5,220,838
8/24/2004,405.42,675.5,215,844
8/25/2004,406.45,666,212,849
8/26/2004,406.63,665,215,856
8/27/2004,405.52,661.5,215,868
8/30/2004,405.52,678,215,868
8/31/2004,410.22,677.5,213.75,864
9/1/2004,408.1,677.5,213,867
9/2/2004,408.1,680,213,871
9/3/2004,407.22,654,213,865
9/6/2004,402.35,654,212,848
9/7/2004,399,628.5,209,847
9/8/2004,399.52,620,204.5,831
9/9/2004,399.02,615.5,205,827
9/10/2004,401.5,619,205,836
9/13/2004,401.72,618.5,208,836
9/14/2004,406.13,628,209,842
9/15/2004,404.63,625,209,843.5
9/16/2004,403.92,629.5,208,840
9/17/2004,405.65,625,208,836
9/20/2004,405.25,627.5,205,835
9/21/2004,408.52,635.5,207.75,850
9/22/2004,407,634,207,841
9/23/2004,410.85,642.5,212.5,848
9/24/2004,407.13,641.5,221,855
9/27/2004,408.95,653.5,223,855
9/28/2004,411.13,663.5,224,875
9/29/2004,413.88,672.5,216,851
9/30/2004,418,672.5,217,854
10/1/2004,417.4,690,222,862
10/4/2004,413.13,677,216,832
10/5/2004,415.97,705,218,834
10/6/2004,419.13,716.5,223,848
10/7/2004,418.67,719,231,844
10/8/2004,422.63,728.5,234,843
10/11/2004,421.02,724,225,847
10/12/2004,414,703,218,838
10/13/2004,412.22,687.5,212,826.5
10/14/2004,417.42,702.5,216,837
10/15/2004,418.75,711,220,846
10/18/2004,419.22,703,215,844
